date_time,is_holiday,air_pollution_index,humidity,visibility_in_miles,temperature,clouds_all,weather_type,weather_description,traffic_volume,hour,month_day,weekday,month,year
04-10-2012 04:00,No,18,41,1,293.69,1,Clear,sky is clear,835,4,4,4,10,2012
04-10-2012 05:00,Yes,250,44,4,293.32,1,Clear,sky is clear,2726,5,4,4,10,2012
04-10-2012 06:00,No,173,44,4,292.74,1,Clear,sky is clear,5689,6,4,4,10,2012
04-10-2012 07:00,No,142,47,2,292.57,1,Clear,sky is clear,6990,7,4,4,10,2012
04-10-2012 08:00,Yes,90,50,5,293.86,1,Clear,sky is clear,5985,8,4,4,10,2012
04-10-2012 09:00,Yes,144,75,6,296.98,1,Clear,sky is clear,5309,9,4,4,10,2012
04-10-2012 10:00,Yes,143,57,8,301.18,1,Clear,sky is clear,4603,10,4,4,10,2012
04-10-2012 11:00,Yes,61,70,1,303.55,1,Clear,sky is clear,4884,11,4,4,10,2012
04-10-2012 12:00,Yes,211,93,4,306.97,1,Clear,sky is clear,5104,12,4,4,10,2012
04-10-2012 13:00,No,207,84,6,308.38,1,Clear,sky is clear,5178,13,4,4,10,2012
04-10-2012 14:00,No,115,75,7,309.32,1,Clear,sky is clear,5501,14,4,4,10,2012
04-10-2012 15:00,No,253,57,2,310.17,1,Clear,sky is clear,5713,15,4,4,10,2012
04-10-2012 16:00,Yes,242,53,5,310.06,20,Clouds,few clouds,6292,16,4,4,10,2012
04-10-2012 17:00,Yes,23,49,5,309.67,20,Clouds,few clouds,6057,17,4,4,10,2012
04-10-2012 18:00,No,234,45,5,308.36,40,Clouds,scattered clouds,4907,18,4,4,10,2012
04-10-2012 19:00,Yes,220,37,6,305.85,40,Clouds,scattered clouds,3503,19,4,4,10,2012
04-10-2012 20:00,No,210,28,5,304.43,40,Clouds,scattered clouds,3037,20,4,4,10,2012
04-10-2012 21:00,No,174,30,7,303.77,75,Clouds,broken clouds,2822,21,4,4,10,2012
04-10-2012 22:00,Yes,58,26,4,303.36,75,Clouds,broken clouds,1992,22,4,4,10,2012
04-10-2012 23:00,Yes,142,26,1,303.12,75,Clouds,broken clouds,1166,23,4,4,10,2012
05-10-2012 00:00,Yes,79,26,6,302.63,75,Clouds,broken clouds,627,0,5,5,10,2012
05-10-2012 01:00,Yes,128,30,9,302.46,40,Clouds,scattered clouds,388,1,5,5,10,2012
05-10-2012 03:00,Yes,148,34,4,301.26,0,Clear,sky is clear,368,3,5,5,10,2012
05-10-2012 05:00,No,252,41,7,295.21,75,Clouds,broken clouds,2489,5,5,5,10,2012
05-10-2012 06:00,Yes,190,47,3,294.24,90,Clouds,overcast clouds,5537,6,5,5,10,2012
05-10-2012 07:00,Yes,192,47,9,293.69,90,Clouds,overcast clouds,6628,7,5,5,10,2012
05-10-2012 08:00,No,59,47,9,292.57,90,Clouds,overcast clouds,5534,8,5,5,10,2012
05-10-2012 09:00,Yes,190,54,6,292.02,75,Clouds,broken clouds,5403,9,5,5,10,2012
05-10-2012 10:00,No,134,71,5,292.11,75,Clouds,broken clouds,4770,10,5,5,10,2012
05-10-2012 11:00,No,240,58,8,292,90,Clouds,overcast clouds,5217,11,5,5,10,2012
05-10-2012 12:00,Yes,12,76,9,292.53,90,Clouds,overcast clouds,5870,12,5,5,10,2012
05-10-2012 13:00,No,182,71,5,293.43,75,Clouds,broken clouds,5967,13,5,5,10,2012
05-10-2012 14:00,Yes,90,71,5,293.78,90,Clouds,overcast clouds,6108,14,5,5,10,2012
05-10-2012 15:00,No,284,76,3,293.91,90,Clouds,overcast clouds,6128,15,5,5,10,2012
05-10-2012 16:00,No,228,76,2,293.73,90,Clouds,overcast clouds,6069,16,5,5,10,2012
05-10-2012 17:00,No,149,71,9,293.42,90,Clouds,overcast clouds,6169,17,5,5,10,2012
05-10-2012 18:00,No,72,54,8,292.87,90,Clouds,overcast clouds,5384,18,5,5,10,2012
05-10-2012 19:00,No,36,45,2,292.15,90,Clouds,overcast clouds,4063,19,5,5,10,2012
05-10-2012 20:00,No,205,35,6,291.78,90,Clouds,overcast clouds,3364,20,5,5,10,2012
05-10-2012 21:00,No,161,27,9,291.65,75,Clouds,broken clouds,2971,21,5,5,10,2012
05-10-2012 22:00,Yes,261,25,4,291.22,40,Clouds,scattered clouds,2450,22,5,5,10,2012
05-10-2012 23:00,No,257,25,4,291.06,40,Clouds,scattered clouds,1832,23,5,5,10,2012
06-10-2012 00:00,No,163,23,6,290.81,90,Clouds,overcast clouds,1231,0,6,6,10,2012
06-10-2012 01:00,Yes,219,23,4,290.55,90,Clouds,overcast clouds,718,1,6,6,10,2012
06-10-2012 02:00,No,31,25,7,290.59,90,Clouds,overcast clouds,545,2,6,6,10,2012
06-10-2012 04:00,Yes,79,32,9,288.99,75,Clouds,broken clouds,411,4,6,6,10,2012
06-10-2012 05:00,Yes,28,30,7,288.35,20,Clouds,few clouds,688,5,6,6,10,2012
06-10-2012 06:00,Yes,110,37,1,287.4,1,Clear,sky is clear,1352,6,6,6,10,2012
06-10-2012 07:00,Yes,171,42,9,287.17,1,Clear,sky is clear,2072,7,6,6,10,2012
06-10-2012 08:00,Yes,148,45,3,286.99,1,Clear,sky is clear,3342,8,6,6,10,2012
06-10-2012 09:00,No,97,45,2,287.09,40,Clouds,scattered clouds,4258,9,6,6,10,2012
06-10-2012 10:00,No,46,48,2,288.88,20,Clouds,few clouds,4861,10,6,6,10,2012
06-10-2012 11:00,No,180,24,7,290.04,20,Clouds,few clouds,5191,11,6,6,10,2012
06-10-2012 12:00,No,269,24,6,291.08,40,Clouds,scattered clouds,5669,12,6,6,10,2012
06-10-2012 13:00,No,280,31,6,292.12,75,Clouds,broken clouds,5074,13,6,6,10,2012
06-10-2012 14:00,No,264,62,7,292.25,75,Clouds,broken clouds,5025,14,6,6,10,2012
06-10-2012 15:00,No,149,70,5,292,75,Clouds,broken clouds,5153,15,6,6,10,2012
06-10-2012 16:00,Yes,77,70,5,291.06,90,Clouds,overcast clouds,5024,16,6,6,10,2012
06-10-2012 17:00,No,77,70,1,290.91,90,Clouds,overcast clouds,4779,17,6,6,10,2012
06-10-2012 18:00,Yes,178,70,1,290.39,90,Clouds,overcast clouds,4362,18,6,6,10,2012
06-10-2012 19:00,No,114,61,8,290.16,90,Clouds,overcast clouds,3860,19,6,6,10,2012
06-10-2012 20:00,Yes,67,65,2,290.16,90,Clouds,overcast clouds,3160,20,6,6,10,2012
06-10-2012 21:00,Yes,196,70,1,289.93,90,Clouds,overcast clouds,2992,21,6,6,10,2012
06-10-2012 22:00,Yes,65,70,5,288.9,90,Clouds,overcast clouds,3202,22,6,6,10,2012
06-10-2012 23:00,Yes,13,70,5,288.34,75,Clouds,broken clouds,1941,23,6,6,10,2012
07-10-2012 00:00,Yes,294,70,2,288.11,75,Clouds,broken clouds,1233,0,7,7,10,2012
07-10-2012 03:00,No,26,70,6,287.73,90,Clouds,overcast clouds,323,3,7,7,10,2012
07-10-2012 04:00,No,246,70,7,287.65,90,Clouds,overcast clouds,312,4,7,7,10,2012
07-10-2012 05:00,No,259,70,4,287.51,75,Clouds,broken clouds,627,5,7,7,10,2012
07-10-2012 06:00,No,33,52,9,287.05,90,Clouds,overcast clouds,1508,6,7,7,10,2012
07-10-2012 07:00,No,125,52,3,286.77,90,Clouds,overcast clouds,1539,7,7,7,10,2012
07-10-2012 08:00,No,247,52,9,286.77,75,Clouds,broken clouds,2232,8,7,7,10,2012
07-10-2012 09:00,Yes,178,56,7,287.55,75,Clouds,broken clouds,4568,9,7,7,10,2012
07-10-2012 10:00,Yes,297,56,7,288.24,75,Clouds,broken clouds,4624,10,7,7,10,2012
07-10-2012 11:00,Yes,250,56,1,289.01,90,Clouds,overcast clouds,4529,11,7,7,10,2012
07-10-2012 12:00,No,299,56,5,289.43,90,Clouds,overcast clouds,5139,12,7,7,10,2012
07-10-2012 13:00,No,260,56,5,290.45,90,Clouds,overcast clouds,6640,13,7,7,10,2012
07-10-2012 14:00,No,174,28,8,291.27,90,Clouds,overcast clouds,6589,14,7,7,10,2012
07-10-2012 15:00,No,150,56,1,291.27,90,Clouds,overcast clouds,4429,15,7,7,10,2012
07-10-2012 16:00,Yes,129,60,7,291.44,90,Clouds,overcast clouds,4329,16,7,7,10,2012
07-10-2012 17:00,Yes,170,64,5,291.32,90,Clouds,overcast clouds,3833,17,7,7,10,2012
07-10-2012 18:00,No,114,69,4,291.27,90,Clouds,overcast clouds,4015,18,7,7,10,2012
07-10-2012 19:00,No,101,80,1,290.11,90,Clouds,overcast clouds,3382,19,7,7,10,2012
07-10-2012 20:00,Yes,213,80,2,288.79,75,Clouds,broken clouds,2815,20,7,7,10,2012
07-10-2012 21:00,No,49,60,4,287.73,90,Clouds,overcast clouds,2110,21,7,7,10,2012
07-10-2012 22:00,No,63,56,5,286.88,75,Clouds,broken clouds,1555,22,7,7,10,2012
07-10-2012 23:00,Yes,98,45,9,285.92,20,Clouds,few clouds,959,23,7,7,10,2012
08-10-2012 00:00,Yes,144,45,5,285.08,20,Clouds,few clouds,455,0,8,1,10,2012
08-10-2012 01:00,Yes,11,42,6,284.62,20,Clouds,few clouds,336,1,8,1,10,2012
08-10-2012 02:00,No,106,42,7,283.78,1,Clear,sky is clear,265,2,8,1,10,2012
08-10-2012 03:00,No,65,45,8,283.05,1,Clear,sky is clear,314,3,8,1,10,2012
08-10-2012 04:00,Yes,133,48,6,282.63,1,Clear,sky is clear,779,4,8,1,10,2012
08-10-2012 05:00,No,194,48,2,282.33,1,Clear,sky is clear,2571,5,8,1,10,2012
08-10-2012 06:00,Yes,134,52,6,281.61,20,Clouds,few clouds,5563,6,8,1,10,2012
08-10-2012 07:00,Yes,273,52,9,282.01,20,Clouds,few clouds,6676,7,8,1,10,2012
08-10-2012 08:00,No,200,56,4,283.23,20,Clouds,few clouds,5966,8,8,1,10,2012
08-10-2012 09:00,No,224,55,6,285.71,20,Clouds,few clouds,4832,9,8,1,10,2012
08-10-2012 10:00,Yes,230,55,4,288.77,20,Clouds,few clouds,4395,10,8,1,10,2012
08-10-2012 11:00,Yes,208,59,7,291.47,20,Clouds,few clouds,4411,11,8,1,10,2012
08-10-2012 12:00,No,183,62,1,291.84,1,Clear,sky is clear,4648,12,8,1,10,2012
08-10-2012 13:00,No,226,65,1,294.34,40,Clouds,scattered clouds,4602,13,8,1,10,2012
08-10-2012 14:00,No,215,69,9,294.94,40,Clouds,scattered clouds,5125,14,8,1,10,2012
08-10-2012 15:00,No,76,69,1,295.48,1,Clear,sky is clear,5502,15,8,1,10,2012
08-10-2012 16:00,Yes,183,69,5,296.33,1,Clear,sky is clear,5979,16,8,1,10,2012
08-10-2012 17:00,Yes,87,69,9,296.48,40,Clouds,scattered clouds,5663,17,8,1,10,2012
08-10-2012 18:00,Yes,51,74,1,296.23,40,Clouds,scattered clouds,4259,18,8,1,10,2012
08-10-2012 19:00,No,73,74,8,293.99,20,Clouds,few clouds,3069,19,8,1,10,2012
08-10-2012 20:00,No,208,69,6,291.81,1,Clear,sky is clear,2378,20,8,1,10,2012
08-10-2012 21:00,Yes,99,64,5,291.35,1,Clear,sky is clear,2030,21,8,1,10,2012
08-10-2012 22:00,No,16,55,5,290.9,1,Clear,sky is clear,1400,22,8,1,10,2012
08-10-2012 23:00,Yes,272,59,8,290.46,1,Clear,sky is clear,917,23,8,1,10,2012
09-10-2012 00:00,No,131,41,8,289.78,1,Clear,sky is clear,515,0,9,2,10,2012
09-10-2012 01:00,Yes,173,41,1,289.27,1,Clear,sky is clear,302,1,9,2,10,2012
09-10-2012 02:00,Yes,125,41,9,289.47,1,Clear,sky is clear,251,2,9,2,10,2012
09-10-2012 04:00,Yes,22,45,8,288.97,20,Clouds,few clouds,798,4,9,2,10,2012
09-10-2012 05:00,Yes,29,41,7,288.52,40,Clouds,scattered clouds,2678,5,9,2,10,2012
09-10-2012 06:00,No,210,38,8,288.6,40,Clouds,scattered clouds,5733,6,9,2,10,2012
09-10-2012 07:00,No,263,38,4,289.31,75,Clouds,broken clouds,6449,7,9,2,10,2012
09-10-2012 08:00,Yes,95,41,6,290.38,90,Clouds,overcast clouds,5765,8,9,2,10,2012
09-10-2012 09:00,Yes,189,48,3,291.35,90,Clouds,overcast clouds,5599,9,9,2,10,2012
09-10-2012 10:00,Yes,246,51,2,293.37,90,Clouds,overcast clouds,4534,10,9,2,10,2012
09-10-2012 11:00,No,70,59,4,295.11,90,Clouds,overcast clouds,4691,11,9,2,10,2012
09-10-2012 12:00,No,224,64,8,296.08,75,Clouds,broken clouds,5067,12,9,2,10,2012
09-10-2012 13:00,No,224,69,4,297.14,75,Clouds,broken clouds,5030,13,9,2,10,2012
09-10-2012 14:00,Yes,99,69,1,298.35,90,Clouds,overcast clouds,5300,14,9,2,10,2012
09-10-2012 15:00,Yes,105,69,6,299.23,100,Rain,light rain,5777,15,9,2,10,2012
09-10-2012 16:00,No,70,80,1,300.53,90,Clouds,overcast clouds,6349,16,9,2,10,2012
09-10-2012 17:00,No,65,79,8,302.37,90,Clouds,overcast clouds,6127,17,9,2,10,2012
09-10-2012 18:00,No,229,79,6,302.13,90,Clouds,overcast clouds,4460,18,9,2,10,2012
09-10-2012 19:00,No,103,74,6,300.86,75,Clouds,broken clouds,3418,19,9,2,10,2012
09-10-2012 20:00,Yes,49,74,4,299.36,90,Clouds,overcast clouds,2775,20,9,2,10,2012
09-10-2012 21:00,Yes,257,74,1,297.11,90,Clouds,overcast clouds,2306,21,9,2,10,2012
09-10-2012 22:00,Yes,226,51,2,295.46,90,Clouds,overcast clouds,1846,22,9,2,10,2012
09-10-2012 23:00,Yes,163,44,4,294.45,90,Clouds,overcast clouds,947,23,9,2,10,2012
10-10-2012 00:00,Yes,71,42,7,293.88,90,Clouds,overcast clouds,494,0,10,3,10,2012
10-10-2012 01:00,No,249,31,3,293.78,90,Clouds,overcast clouds,332,1,10,3,10,2012
10-10-2012 02:00,No,199,27,1,293.09,75,Clouds,broken clouds,261,2,10,3,10,2012
10-10-2012 03:00,Yes,155,31,5,293.17,90,Clouds,overcast clouds,361,3,10,3,10,2012
10-10-2012 06:00,Yes,19,25,3,293.25,92,Clear,sky is clear,5875,6,10,3,10,2012
10-10-2012 07:00,Yes,69,23,3,293.25,99,Drizzle,light intensity drizzle,6793,7,10,3,10,2012
10-10-2012 07:00,No,139,21,2,293.25,99,Rain,light rain,6793,7,10,3,10,2012
10-10-2012 08:00,No,184,27,2,292.1,99,Rain,light rain,6283,8,10,3,10,2012
10-10-2012 08:00,Yes,82,33,7,292.1,99,Drizzle,light intensity drizzle,6283,8,10,3,10,2012
10-10-2012 09:00,Yes,248,33,3,291.61,99,Rain,light rain,5680,9,10,3,10,2012
10-10-2012 09:00,No,188,36,6,291.61,99,Drizzle,light intensity drizzle,5680,9,10,3,10,2012
10-10-2012 10:00,No,76,39,2,291.67,99,Clear,sky is clear,4632,10,10,3,10,2012
10-10-2012 11:00,Yes,90,45,2,292.19,1,Clear,sky is clear,4887,11,10,3,10,2012
10-10-2012 12:00,No,86,51,3,294.09,75,Clouds,broken clouds,5030,12,10,3,10,2012
10-10-2012 13:00,No,257,42,7,294.26,75,Clouds,broken clouds,5067,13,10,3,10,2012
10-10-2012 14:00,Yes,204,45,9,294.05,90,Clouds,overcast clouds,5227,14,10,3,10,2012
10-10-2012 15:00,Yes,77,48,2,293.59,90,Clouds,overcast clouds,5610,15,10,3,10,2012
10-10-2012 16:00,Yes,65,52,2,293.23,81,Clear,sky is clear,6286,16,10,3,10,2012
10-10-2012 18:00,Yes,108,52,8,294.6,81,Clear,sky is clear,4775,18,10,3,10,2012
10-10-2012 19:00,No,279,56,8,294.6,81,Clear,sky is clear,3340,19,10,3,10,2012
10-10-2012 20:00,No,85,52,7,294.6,81,Clear,sky is clear,3013,20,10,3,10,2012
10-10-2012 21:00,Yes,75,52,6,294.6,81,Clear,sky is clear,2603,21,10,3,10,2012
10-10-2012 22:00,Yes,42,49,9,294.6,81,Clear,sky is clear,1910,22,10,3,10,2012
10-10-2012 23:00,No,278,43,5,294.6,81,Clear,sky is clear,1037,23,10,3,10,2012
11-10-2012 01:00,No,39,43,4,285.9,1,Clear,sky is clear,347,1,11,4,10,2012
11-10-2012 03:00,Yes,35,43,4,286.4,75,Clouds,broken clouds,350,3,11,4,10,2012
11-10-2012 04:00,No,219,43,8,286.05,75,Clouds,broken clouds,850,4,11,4,10,2012
11-10-2012 05:00,No,278,41,5,285.71,40,Clouds,scattered clouds,2791,5,11,4,10,2012
11-10-2012 06:00,Yes,132,41,6,284.66,1,Clear,sky is clear,5809,6,11,4,10,2012
11-10-2012 07:00,Yes,42,27,1,284.65,1,Clear,sky is clear,6798,7,11,4,10,2012
11-10-2012 08:00,Yes,152,31,8,284.52,1,Clear,sky is clear,6304,8,11,4,10,2012
11-10-2012 09:00,Yes,154,36,8,287.19,20,Clouds,few clouds,5291,9,11,4,10,2012
11-10-2012 10:00,Yes,271,44,9,287.34,1,Clear,sky is clear,4638,10,11,4,10,2012
11-10-2012 14:00,No,14,47,8,296.1,50,Clear,sky is clear,5557,14,11,4,10,2012
11-10-2012 15:00,No,170,54,1,296.1,50,Clear,sky is clear,5818,15,11,4,10,2012
11-10-2012 16:00,No,153,53,2,295.78,75,Clouds,broken clouds,6272,16,11,4,10,2012
11-10-2012 17:00,No,161,57,9,295.52,75,Clouds,broken clouds,5944,17,11,4,10,2012
11-10-2012 18:00,No,14,57,3,295.32,90,Clouds,overcast clouds,4949,18,11,4,10,2012
11-10-2012 19:00,Yes,204,61,7,294.06,90,Clouds,overcast clouds,3511,19,11,4,10,2012
11-10-2012 20:00,Yes,134,61,6,293.95,90,Clouds,overcast clouds,3039,20,11,4,10,2012
11-10-2012 21:00,No,85,63,5,293.81,90,Clouds,overcast clouds,2679,21,11,4,10,2012
11-10-2012 22:00,Yes,178,65,3,294.16,90,Clouds,overcast clouds,2094,22,11,4,10,2012
11-10-2012 23:00,No,226,68,4,294.53,90,Clouds,overcast clouds,1284,23,11,4,10,2012
12-10-2012 00:00,Yes,192,66,6,295.91,90,Clouds,overcast clouds,630,0,12,5,10,2012
12-10-2012 01:00,Yes,122,65,6,296.64,90,Clouds,overcast clouds,410,1,12,5,10,2012
12-10-2012 02:00,Yes,285,87,3,296.61,90,Clouds,overcast clouds,331,2,12,5,10,2012
12-10-2012 03:00,Yes,187,75,6,295.18,72,Drizzle,light intensity drizzle,372,3,12,5,10,2012
12-10-2012 04:00,No,134,75,8,294.26,72,Rain,light rain,739,4,12,5,10,2012
12-10-2012 05:00,No,208,57,7,292.77,72,Drizzle,light intensity drizzle,2561,5,12,5,10,2012
12-10-2012 06:00,No,147,39,1,290.53,75,Clouds,broken clouds,5586,6,12,5,10,2012
12-10-2012 07:00,Yes,227,42,1,289.64,75,Clouds,broken clouds,6992,7,12,5,10,2012
12-10-2012 08:00,No,177,42,8,289.9,90,Clouds,overcast clouds,5860,8,12,5,10,2012
12-10-2012 09:00,No,143,49,9,290.18,90,Clouds,overcast clouds,5230,9,12,5,10,2012
12-10-2012 10:00,Yes,170,47,8,291.29,75,Clouds,broken clouds,4864,10,12,5,10,2012
12-10-2012 11:00,No,281,45,4,292.45,75,Clouds,broken clouds,5146,11,12,5,10,2012
12-10-2012 12:00,Yes,289,45,4,292.95,40,Clouds,scattered clouds,5526,12,12,5,10,2012
12-10-2012 13:00,No,257,45,3,293.74,40,Clouds,scattered clouds,5383,13,12,5,10,2012
12-10-2012 14:00,No,231,45,7,293.84,75,Clouds,broken clouds,5758,14,12,5,10,2012
12-10-2012 15:00,Yes,181,45,1,294.45,75,Clouds,broken clouds,5889,15,12,5,10,2012
12-10-2012 16:00,No,268,45,1,294.2,75,Clouds,broken clouds,6057,16,12,5,10,2012
12-10-2012 17:00,No,265,57,2,293.54,40,Clouds,scattered clouds,6028,17,12,5,10,2012
12-10-2012 18:00,No,177,69,4,292.21,20,Clouds,few clouds,5257,18,12,5,10,2012
12-10-2012 23:00,No,129,66,1,294.2,56,Clear,sky is clear,1897,23,12,5,10,2012
13-10-2012 00:00,Yes,28,64,5,284.58,1,Clear,sky is clear,1335,0,13,6,10,2012
13-10-2012 01:00,No,256,64,2,284.06,1,Clear,sky is clear,769,1,13,6,10,2012
13-10-2012 02:00,No,214,64,5,282.99,1,Clear,sky is clear,570,2,13,6,10,2012
13-10-2012 03:00,No,76,74,5,282.29,20,Clouds,few clouds,413,3,13,6,10,2012
13-10-2012 04:00,No,194,74,6,281.48,1,Clear,sky is clear,399,4,13,6,10,2012
13-10-2012 05:00,Yes,117,86,9,281.27,1,Clear,sky is clear,740,5,13,6,10,2012
13-10-2012 06:00,No,174,64,3,280.91,1,Clear,sky is clear,1420,6,13,6,10,2012
13-10-2012 07:00,Yes,130,80,3,280.98,75,Clouds,broken clouds,2220,7,13,6,10,2012
13-10-2012 08:00,No,93,68,3,281.23,40,Clouds,scattered clouds,3479,8,13,6,10,2012
13-10-2012 09:00,No,270,57,2,284.61,40,Clouds,scattered clouds,4546,9,13,6,10,2012
13-10-2012 10:00,No,116,45,8,288.78,20,Clouds,few clouds,4579,10,13,6,10,2012
13-10-2012 11:00,No,132,34,6,291.22,1,Clear,sky is clear,4438,11,13,6,10,2012
13-10-2012 12:00,No,82,34,6,292.35,1,Clear,sky is clear,4623,12,13,6,10,2012
13-10-2012 13:00,No,163,29,5,293.81,1,Clear,sky is clear,4440,13,13,6,10,2012
13-10-2012 14:00,No,298,29,8,295.05,1,Clear,sky is clear,4495,14,13,6,10,2012
13-10-2012 15:00,No,106,34,9,295.96,1,Clear,sky is clear,4483,15,13,6,10,2012
13-10-2012 16:00,No,287,39,2,296.53,1,Clear,sky is clear,4591,16,13,6,10,2012
13-10-2012 17:00,No,263,39,5,296.44,1,Clear,sky is clear,4477,17,13,6,10,2012
13-10-2012 18:00,Yes,91,42,3,295.64,1,Clear,sky is clear,4221,18,13,6,10,2012
13-10-2012 19:00,Yes,26,37,3,293.85,20,Clouds,few clouds,3672,19,13,6,10,2012
13-10-2012 20:00,No,189,37,6,293.38,1,Clear,sky is clear,3015,20,13,6,10,2012
13-10-2012 21:00,No,225,32,1,293.84,75,Clouds,broken clouds,2769,21,13,6,10,2012
13-10-2012 22:00,Yes,31,34,8,294.23,90,Clouds,overcast clouds,2875,22,13,6,10,2012
13-10-2012 23:00,Yes,245,37,6,294.18,90,Clouds,overcast clouds,1931,23,13,6,10,2012
14-10-2012 00:00,No,220,37,4,294.49,90,Clouds,overcast clouds,1309,0,14,7,10,2012
14-10-2012 01:00,Yes,295,40,1,294.54,90,Clouds,overcast clouds,870,1,14,7,10,2012
14-10-2012 02:00,No,216,43,2,294.58,90,Clouds,overcast clouds,654,2,14,7,10,2012
14-10-2012 03:00,Yes,264,52,8,294.23,90,Clouds,overcast clouds,364,3,14,7,10,2012
14-10-2012 04:00,No,20,80,9,294.08,90,Clouds,overcast clouds,262,4,14,7,10,2012
14-10-2012 05:00,No,43,75,4,294.23,90,Clouds,overcast clouds,505,5,14,7,10,2012
14-10-2012 06:00,Yes,130,75,4,294.24,90,Clouds,overcast clouds,861,6,14,7,10,2012
14-10-2012 07:00,No,245,60,4,294.24,90,Clouds,overcast clouds,1132,7,14,7,10,2012
14-10-2012 08:00,No,192,52,1,294.24,57,Mist,mist,1797,8,14,7,10,2012
14-10-2012 09:00,Yes,132,37,8,294.43,57,Mist,mist,2685,9,14,7,10,2012
14-10-2012 09:00,No,285,26,7,294.43,57,Haze,haze,2685,9,14,7,10,2012
14-10-2012 09:00,No,87,42,3,294.43,57,Drizzle,light intensity drizzle,2685,9,14,7,10,2012
14-10-2012 10:00,No,217,25,6,294.33,57,Drizzle,light intensity drizzle,3370,10,14,7,10,2012
14-10-2012 10:00,Yes,195,26,6,294.33,57,Mist,mist,3370,10,14,7,10,2012
14-10-2012 11:00,No,26,21,6,294.82,57,Drizzle,light intensity drizzle,3662,11,14,7,10,2012
14-10-2012 11:00,Yes,299,24,2,294.82,57,Mist,mist,3662,11,14,7,10,2012
14-10-2012 12:00,Yes,156,28,1,295.33,57,Drizzle,light intensity drizzle,4076,12,14,7,10,2012
14-10-2012 12:00,Yes,263,25,7,295.33,57,Mist,mist,4076,12,14,7,10,2012
14-10-2012 12:00,No,108,26,8,295.33,57,Rain,light rain,4076,12,14,7,10,2012
